CHEM_ID	LIB_ID	COMP_ID	CHRO_LIB_ENTRY_ID	SUPER_PATHWAY	SUB_PATHWAY	PATHWAY_SORTORDER	TYPE	INCHIKEY	SMILES	CHEMICAL_NAME	PLOT_NAME	CAS	CHEMSPIDER	HMDB	KEGG	PUBCHEM	PLATFORM
100015620	402	57370	210897	Lipid	Lactosylceramides (LCER)	3117	NAMED	MKOKWBRPIBQYJJ-WZBOJYASSA-N	[H][C@](NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*		24846896	HMDB0004872			Pos Late
100015623	402	57422	211075	Lipid	Lactosylceramides (LCER)	3116	NAMED	QYWVASPEUXEHSY-NNRNTGNWSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*		24846893	HMDB0011594		44260143	Pos Late
100015654	402	57389	210937	Lipid	Fatty Acid Hydroxyl Fatty Acid	1647	NAMED	PGKKGBQMNNEIHV-PFONDFGASA-N	OC(CCCCCCCC(OC(CCCCCCC/C=C\CCCCCCCC)=O)CCCCCCCCC)=O	OAHSA (18:1/OH-18:0)	OAHSA (18:1/OH-18:0)						Pos Late
100015655	402	57390	210938	Lipid	Fatty Acid Hydroxyl Fatty Acid	1646	NAMED	IKFIVOAPLOWJFQ-XVTLYKPTSA-N	CCCCCCC(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)CCCCCCCCCCC(O)=O	LAHSA (18:2/OH-18:0)*	LAHSA (18:2/OH-18:0)*						Pos Late
100015666	400	57404	211020	Lipid	Phospholipid Metabolism	2263	NAMED	ZWZWYGMENQVNFU-AKGZTFGVSA-N	OC([C@@H](N)COP(OCC(CO)O)(O)=O)=O	glycerophosphoserine*	glycerophosphoserine*		2339060			3081457	Pos Early
100015681	402	57406	211055	Lipid	Diacylglycerol	2940	NAMED	IVRNQYIPGILFPZ-NKFLWTETSA-N	OCC(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*	palmitoleoyl-arachidonoyl-glycerol (16:1/20:4) [2]*						Pos Late
100015682	402	61709	218052	Lipid	Diacylglycerol	2921	NAMED	YXWUQOYZMIXAFY-UHFFFAOYSA-N	OCC(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O	palmitoyl-myristoyl-glycerol (16:0/14:0) [1]*	palmitoyl-myristoyl-glycerol (16:0/14:0) [1]*			HMDB0007011		13734178	Pos Late
100015683	402	57407	211056	Lipid	Diacylglycerol	2923	NAMED	AMBUOMWGQGABQI-BIXSNLIQSA-N	OCC(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*			HMDB0007016		14275352	Pos Late
100015684	402	57408	211057	Lipid	Diacylglycerol	2924	NAMED	AMBUOMWGQGABQI-BIXSNLIQSA-N	OCC(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*			HMDB0007016		14275352	Pos Late
100015715	402	57425	211078	Lipid	Lactosylceramides (LCER)	3115	NAMED	FGJIXPPBZNPEHW-CRMMDXJYSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCC)=O)(CO[C@H]1[C@H](O)[C@@H](O)[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@H](O1)CO)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	lactosyl-N-arachidoyl-sphingosine (d18:1/20:0)*	lactosyl-N-arachidoyl-sphingosine (d18:1/20:0)*		24846892	HMDB0011593	C01290	53481000	Pos Late
100015723	402	57428	211081	Lipid	Sphingosines	3193	NAMED	BTUSGZZCQZACPT-YYZTVXDQSA-N	OC[C@H](N)[C@H](O)/C=C/CCCCCCCCCCC	hexadecasphingosine (d16:1)*	hexadecasphingosine (d16:1)*		28533427			14767871	Pos Late
100015727	402	57437	211091	Lipid	Ceramides	3076	NAMED	ODRVSCJZSDNQBP-LMGPGFSZSA-N	OC(/C=C/CCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	ceramide (d16:1/24:1, d18:1/22:1)*	ceramide (d16:1/24:1, d18:1/22:1)*						Pos Late
100015735	402	57432	211086	Lipid	Ceramides	3072	NAMED	ZKRPGPZHULJLKJ-IMVLJIQESA-N	OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCC)=O	ceramide (d18:1/14:0, d16:1/16:0)*	ceramide (d18:1/14:0, d16:1/16:0)*			HMDB0240681,HMDB0011773			Pos Late
100015744	402	57443	211097	Lipid	Ceramides	3077	NAMED	QMVWGDBKESWTON-OQKRWUNJSA-N	CCCCCCCCCCCCC/C=C/C(O)C(NC(CCC/C=C/CC/C=C/CCCCCCCCCCCCCC)=O)CO	ceramide (d18:2/24:1, d18:1/24:2)*	ceramide (d18:2/24:1, d18:1/24:2)*			HMDB0240679,HMDB0240680			Pos Late
100015745	402	57453	211107	Lipid	Hexosylceramides (HCER)	3108	NAMED	WYTRSDHGWSSQLK-PCKKJQKNSA-N	OC(/C=C/CCCCCCCC/C=C\CCC)C(COC1C(O)C(O)C(O)C(CO)O1)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*						Pos Late
100015755	402	57440	211094	Lipid	Ceramides	3075	NAMED	XWBWIAOWSABHFI-QOSDPKFLSA-N	OC(/C=C/CCCCCCCCCCCCC)C(CO)NC(CCCCCCCCCCCCCCCCCCC)=O	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*			HMDB0240684,HMDB0240682,HMDB0004951			Pos Late
100015760	402	57463	211119	Lipid	Fatty Acid Metabolism (Acyl Choline)	1970	NAMED	GVYIAXNFCSAJSK-OKLKQMLOSA-N	C[N+](C)(C)C[CH-]OC(CCCCCCC/C=C/C/C=C/CCCCC)=O	linoleoylcholine*	linoleoylcholine*			HMDB0013213		53481656	Pos Late
100015785	209	57810	213739	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1587	NAMED	YHGJECVSSKXFCJ-KUBAVDMBSA-N	OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	nisinate (24:6n3)	nisinate (24:6n3)	68378-49-4	9967286	HMDB0013025		11792612	Neg
100015786	402	57476	211139	Lipid	Dihydrosphingomyelins	3128	NAMED	UGRZESKDAPEULH-ACEXITHZSA-N	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCCCCC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:0/20:0, d16:0/22:0)*	sphingomyelin (d18:0/20:0, d16:0/22:0)*			HMDB0012090			Pos Late
100015787	402	57475	211138	Lipid	Sphingomyelins	3146	NAMED	HAFQHLHNPJDAGB-MAJDXUCPSA-N	CCCCCCCCCCCCCCCCCCC(N[C@H]([C@H](O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O	sphingomyelin (d18:1/19:0, d19:1/18:0)*	sphingomyelin (d18:1/19:0, d19:1/18:0)*						Pos Late
100015789	402	57479	211142	Lipid	Sphingomyelins	3137	NAMED	ZLNGRWIWHFFRNK-UKCALJHFSA-N	CCC/C=C/CCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCCCC/C=C/C/C=C/CC)=O)COP([O-])(OCC[N+](C)(C)C)=O	sphingomyelin (d18:2/24:2)*	sphingomyelin (d18:2/24:2)*			HMDB0240644			Pos Late
100015792	402	57478	211141	Lipid	Sphingomyelins	3157	NAMED	JONXXLXMISNQNG-BXMSAMRLSA-N	[H][C@](NC(CCCCCCCCCCCCCCCCCCCCCCCC)=O)(COP(OCC[N+](C)(C)C)([O-])=O)[C@@](O)([H])/C=C/CCCCCCCCCCCCC	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*		24846885	HMDB0240675,HMDB0240674,HMDB0240673,HMDB0240671			Pos Late
100015797	209	57658	212715	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1583	NAMED	OQOCQFSPEWCSDO-JLNKQSITSA-N	OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O	heneicosapentaenoate (21:5n3)	heneicosapentaenoate (21:5n3)	24257-10-1	10171040			11998573	Neg
100015878	400	57642	213041	Xenobiotics	Drug - Antibiotic	5542	NAMED	VAOCPAMSLUNLGC-UHFFFAOYSA-N	Cc1n(CCO)c([N+]([O-])=O)cn1	metronidazole	metronidazole	73334-05-1	4029	HMDB0015052	DG00006,C07203,D00409	4173	Pos Early
100015882	402	57595	212143	Lipid	Hexosylceramides (HCER)	3104	NAMED	FXNTXJCUSRJUFN-QOSDPKFLSA-N	OCC(NC(CCCCCCCCCCCCCCCCCCC)=O)C(OC1OC(CO)C(O)C(O)C1O)/C=C/CCCCCCCCCCCCC	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*						Pos Late
100015962	400	57687	213101	Amino Acid	Lysine Metabolism	140	NAMED	CDLVFVFTRQPQFU-UHFFFAOYSA-N	C[N+](C)(C)CCCCC([O-])=O	N,N,N-trimethyl-5-aminovalerate	N,N,N-trimethyl-5-aminovalerate		34236878			14274897	Pos Early
100015965	209	63152	221887	Xenobiotics	Food Component/Plant	5119	NAMED	WYUFTYLVLQZQNH-UHFFFAOYSA-N	CCOC1C(O)C(O)C(O)C(CO)O1	ethyl alpha-glucopyranoside	ethyl alpha-glucopyranoside	34625-23-5	378664	HMDB0029968		11127487	Neg
100015966	402	57635	212257	Cofactors and Vitamins	Vitamin A Metabolism	4459	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (1)	carotene diol (1)						Pos Late
100015967	402	57636	212258	Cofactors and Vitamins	Vitamin A Metabolism	4460	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (2)	carotene diol (2)						Pos Late
100015968	402	57637	212259	Cofactors and Vitamins	Vitamin A Metabolism	4461	NAMED	JKQXZKUSFCKOGQ-DKLMTRRASA-N	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CC(O)CC2(C)C)C(C)(C)CC(O)C1	carotene diol (3)	carotene diol (3)						Pos Late
100015972	209	57707	212491	Xenobiotics	Drug - Antibiotic	5551	NAMED	RFHAOTPXVQNOHP-UHFFFAOYSA-N	Fc1ccc(C(Cn2ncnc2)(O)Cn3ncnc3)c(F)c1	fluconazole	fluconazole	86386-73-4	3248	HMDB0014342	C07002	3365	Neg
100016005	402	57722	213237	Lipid	Plasmalogen	2810	NAMED	MFZLAZYUXHHSIA-HVODBARTSA-N	O=P([O-])(OCC[N+](C)(C)C)OC[C@H](OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COCCCCCCCC/C=C\CCCCCCCC	1-oleyl-2-linoleoyl-GPC (O-18:1/18:2)*	1-oleyl-2-linoleoyl-GPC (O-18:1/18:2)*			HMDB0013429		24778939	Pos Late
100016019	402	57757	213377	Lipid	Phosphatidylcholine (PC)	2299	NAMED	NPGWXTIWUUFYAB-DIPNUNPCSA-N	O=C(CCCCCCCCCCCCCCC)OC[C@]([H])(COP(OCC[N+](C)(C)C)([O-])=O)OC(CCCCCCCCCCCCCC)=O	1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*	1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*		24766642	HMDB0007967		24778680	Pos Late
100019796	402	61514	217736	Lipid	Phosphatidylethanolamine (PE)	2450	NAMED	CEVVUBCHWNKKNN-VDLQPGGRSA-N	[H][C@](OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(OCCN)(O)=O)COCCCCCCCCCCCCCCCCCC	1-stearyl-2-oleoyl-GPE (O-18:0/18:1)*	1-stearyl-2-oleoyl-GPE (O-18:0/18:1)*						Pos Late
100019962	209	61829	218252	Lipid	Lysophospholipid	2738	NAMED	FEWCZOSQEKFJGK-LHZCVKNISA-N	O[C@@H](COP(O)(O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O)=O)COC(CCCCCCCCCCCCC)=O	1-myristoyl-GPI (14:0)*	1-myristoyl-GPI (14:0)*						Neg
100019966	209	61843	218451	Lipid	Fatty Acid, Monohydroxy	2012	NAMED	MFBDGGFIQVOLTJ-MDZDMXLPSA-N	CCCCCCCC/C=C/CCCCCC(O)CC(O)=O	3-hydroxyoleate*	3-hydroxyoleate*						Neg
100019968	305	61858	218556	Carbohydrate	Pentose Metabolism	1307	NAMED	QXKAIJAYHKCRRA-PZGQECOJSA-N	OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O	lyxonate	lyxonate			HMDB0060255			Polar
100020203	400	62062	218866	Xenobiotics	Food Component/Plant	5094	NAMED	DJMIFDZBCUUQJN-NTSWFWBYSA-N	O[C@@H]1[C@H](C([O-])=O)[N+](C)(C)CC1	3-hydroxystachydrine*	3-hydroxystachydrine*		391002		C10151	46173781	Pos Early
100020205	400	62060	218876	Amino Acid	Alanine and Aspartate Metabolism	43	NAMED	ZBYVTTSIVDYQSO-REOHCLBHSA-N	O=C(O)[C@@H](N)CC(NO)=O	hydroxyasparagine**	hydroxyasparagine**		88149	HMDB32332	C20631	15991574	Pos Early
100020217	400	62947	220818	Amino Acid	Urea cycle; Arginine and Proline Metabolism	526	NAMED	KXONJPJIFNGMCN-UHFFFAOYSA-N	O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O	N,N,N-trimethyl-alanylproline betaine (TMAP)	N,N,N-trimethyl-alanylproline betaine (TMAP)			HMDB0240365			Pos Early
100020227	209	62087	218912	Peptide	Modified Peptides	1219	NAMED	YIJVJUARZXCJJP-WHFBIAKZSA-N	O=C([C@H](CC1)N([H])C1=O)N([H])[C@H](C(O)=O)C	pyroglutamylalanine*	pyroglutamylalanine*		140586			159907	Neg
100020242	400	62105	218951	Amino Acid	Polyamine Metabolism	557	NAMED	SKQLBVJMDVTJMX-UHFFFAOYSA-N	CC(N(C(C)=O)CCCCNCCCN)=O	diacetylspermidine*	diacetylspermidine*		25944163	HMDB0002172	C03413	132680	Pos Early
100020243	209	62106	218952	Xenobiotics	Drug - Antibiotic	5530	NAMED	GXPIUNZCALHVBA-UHFFFAOYSA-N	O=S(C1=CC=C(C=C1)NC(C)=O)(NC2=NOC(C)=C2)=O	N4-acetylsulfamethoxazole*	N4-acetylsulfamethoxazole*		58771	HMDB0013854	D01601,C13061	65280	Neg
100020244	209	62107	218953	Xenobiotics	Drug - Antibiotic	5531	NAMED	YKWZTWOYFWCVKH-UHFFFAOYSA-N	O=S(C1=CC=C(NC(C)=O)C=C1)(NC2=NOC(CO)=C2)=O	N4-acetyl-5-hydroxysulfamethoxazole*	N4-acetyl-5-hydroxysulfamethoxazole*						Neg
100020259	209	63658	223041	Partially Characterized Molecules	Partially Characterized Molecules	6439	NAMED			glutamine conjugate of C7H12O2*	glutamine conjugate of C7H12O2*						Neg
100020261	209	63657	223045	Partially Characterized Molecules	Partially Characterized Molecules	6437	NAMED			glutamine conjugate of C6H10O2 (1)*	glutamine conjugate of C6H10O2 (1)*						Neg
100020262	209	63660	223046	Partially Characterized Molecules	Partially Characterized Molecules	6438	NAMED			glutamine conjugate of C6H10O2 (2)*	glutamine conjugate of C6H10O2 (2)*						Neg
100020343	209	62850	220619	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1572	NAMED	HXHZGHRLVRFQDR-HZJYTTRNSA-N	OC(CCC/C=C\C/C=C\CCCCC)=O	tetradecadienoate (14:2)*	tetradecadienoate (14:2)*	39039-37-7	4471834	HMDB0000560		5312409	Neg
100020360	209	62955	220839	Amino Acid	Tryptophan Metabolism	284	NAMED	BXZSKDOPGDPDEG-UHFFFAOYSA-N	OC1=CC(C(O)=O)=NC(C1=CC=C2)=C2OC	8-methoxykynurenate	8-methoxykynurenate	2929-14-8	68710	HMDB0060426	C05830	76230	Neg
100020361	400	62853	220624	Amino Acid	Urea cycle; Arginine and Proline Metabolism	496	NAMED	YCCMTCQQDULIFE-UHFFFAOYSA-N	NC1CCCNC1=O	3-amino-2-piperidone	3-amino-2-piperidone	1892-22-4	4371576	HMDB0000323		5200225	Pos Early
100020371	400	63151	221884	Amino Acid	Alanine and Aspartate Metabolism	33	NAMED	QCYOIFVBYZNUNW-BYPYZUCNSA-N	C[C@@](C(O)=O)(N(C)C)[H]	N,N-dimethylalanine	N,N-dimethylalanine	2812-31-9	4589713			5488191	Pos Early
100020377	209	64131	233912	Xenobiotics	Food Component/Plant	5254	NAMED	WYUFTYLVLQZQNH-JAJWTYFOSA-N	O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OCC)O	ethyl beta-glucopyranoside	ethyl beta-glucopyranoside		108559	HMDB0029968		121667	Neg
100020478	209	62276	219247	Lipid	Fatty Acid, Dicarboxylate	1711	NAMED	QHRHXXRXWDTFLI-HZJYTTRNSA-N	CCCCC/C=C\C/C=C\CC(O)=O	dodecadienoate (12:2)*	dodecadienoate (12:2)*					25480	Neg
100020487	400	62309	219289	Amino Acid	Polyamine Metabolism	552	NAMED	YGIAGXACEXFIDU-UHFFFAOYSA-N	O=C(C)NCCCNCCCC(O)=O	N-acetyl-isoputreanine	N-acetyl-isoputreanine					131802901	Pos Early
100020488	400	62310	219290	Xenobiotics	Chemical	6280	NAMED	QSPWUNSFUXUUDG-UHFFFAOYSA-N	OC(C(C)CSCC(N)C(O)=O)=O	3-S-cysteinyl-2-methylpropanoate*	3-S-cysteinyl-2-methylpropanoate*		13664198	HMDB30411			Pos Early
100020536	209	63072	221702	Xenobiotics	Benzoate Metabolism	4533	NAMED	KHZCNGJFSKSSIJ-UHFFFAOYSA-N	OC1=CC=C(CC)C=C1OS(=O)(O)=O	4-ethylcatechol sulfate	4-ethylcatechol sulfate						Neg
100020578	209	63597	222898	Xenobiotics	Benzoate Metabolism	4535	NAMED	USWXDXYEVISELK-UHFFFAOYSA-N	OS(OC1=CC=C(CC=C)C=C1O)(=O)=O	4-allylcatechol sulfate	4-allylcatechol sulfate						Neg
100020715	209	62383	219530	Lipid	Long Chain Polyunsaturated Fatty Acid (n3 and n6)	1574	NAMED	FAFSAZIEJFMBBY-PDBXOOCHSA-N	O=C(CCCCCC/C=C\C/C=C\C/C=C\CC)O	heptadecatrienoate (17:3)*	heptadecatrienoate (17:3)*		17220717		C16344	16061034	Neg
100020769	209	62449	219679	Lipid	Monoacylglycerol	2902	NAMED	KRUXHXDPFZXFJX-FPLPWBNLSA-N	CCCCCC/C=C\CCCCCCCCC(OCC(O)CO)=O	1-heptadecenoylglycerol (17:1)*	1-heptadecenoylglycerol (17:1)*		58191491				Neg
100020770	209	62448	219678	Lipid	Monoacylglycerol	2903	NAMED	YSRXYXPTSVGTQY-FPLPWBNLSA-N	OCC(OC(CCCCCCCC/C=C\CCCCCC)=O)CO	2-heptadecenoylglycerol (17:1)*	2-heptadecenoylglycerol (17:1)*						Neg
100020771	209	62450	219681	Lipid	Monoacylglycerol	2885	NAMED	HOQOTDYOQAHFNL-MURFETPASA-N	OCC(OC(CCCCCCC/C=C\C/C=C\CCCCCCC)=O)CO	2-dihomo-linoleoylglycerol (20:2)*	2-dihomo-linoleoylglycerol (20:2)*						Neg
100020825	400	62557	219908	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1943	NAMED	VYEONLJQPYRKAN-UHFFFAOYSA-N	C[N+](C)(C)CC(OC(CC(O)CCC)=O)CC([O-])=O	3-hydroxyhexanoylcarnitine (1)	3-hydroxyhexanoylcarnitine (1)						Pos Early
100020827	209	62567	219930	Xenobiotics	Drug - Analgesics, Anesthetics	5423	NAMED	VOXWKXZBPMQUJH-UHFFFAOYSA-N	CSC1=CC(NC(C)=O)=CC=C1OS(O)(=O)=O	3-(methylthio)acetaminophen sulfate*	3-(methylthio)acetaminophen sulfate*						Neg
100020837	305	63042	221622	Xenobiotics	Drug - Topical Agents	5998	NAMED	AKEUNCKRJATALU-UHFFFAOYSA-N	OC(C1=C(O)C=CC=C1O)=O	2,6-dihydroxybenzoic acid	2,6-dihydroxybenzoic acid	303-07-1	8974	HMDB0013676		9338	Polar
100020868	400	64075	235069	Xenobiotics	Drug - Antibiotic	5566	NAMED	IEDVJHCEMCRBQM-UHFFFAOYSA-N	COc1c(OC)c(OC)cc(Cc2c(N)nc(N)nc2)c1	trimethoprim	trimethoprim	738-70-5	5376	HMDB0014583	C01965,D00145	5578	Pos Early
100020893	209	62805	220431	Amino Acid	Methionine, Cysteine, SAM and Taurine Metabolism	454	NAMED	XMZBEAXQGSBWLG-NSCUHMNNSA-N	OC(C(O)=O)C(O)/C=C/SC	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*	2,3-dihydroxy-5-methylthio-4-pentenoate (DMTPA)*			HMDB0240388			Neg
100020918	400	63284	222266	Xenobiotics	Drug - Antiviral	5615	NAMED	JTEGQNOMFQHVDC-NKWVEPMBSA-N	O=c1nc(N)ccn1[C@@H]2CS[C@H](CO)O2	lamivudine	lamivudine	134678-17-4	54812	HMDB0014847	C07065	60825	Pos Early
100020924	400	63291	222290	Xenobiotics	Drug - Antiviral	5610	NAMED	NQDJXKOVJZTUJA-UHFFFAOYSA-N	Cc1c(NC(c2c(N3C4CC4)nccc2)=O)c3ncc1	nevirapine	nevirapine	129618-40-2	4308	HMDB0014383	C07263,D00435	4463	Pos Early
100020975	209	63227	222084	Xenobiotics	Chemical	6292	NAMED	GOXQGRHDLROYBT-UHFFFAOYSA-N	CC1=NC=CC=C1OS(=O)(O)=O	3-hydroxy-2-methylpyridine sulfate	3-hydroxy-2-methylpyridine sulfate						Neg
100020985	209	63231	222088	Xenobiotics	Chemical	6122	NAMED	AOZDZUZVKNTLTR-UHFFFAOYSA-N	CC1=C(OS(=O)(O)=O)C=NC=C1	3-hydroxy-4-methylpyridine sulfate	3-hydroxy-4-methylpyridine sulfate						Neg
100021000	402	62851	220620	Lipid	Sphingomyelins	3130	NAMED	FAVAZPKFPKOYCT-VTAPXIELSA-N	CCCCCCCCCCCCCCC(O)C(N[C@@H](COP([O-])(OCC[N+](C)(C)C)=O)[C@@H](/C=C/CCCCCCCCCCCCC)O)=O	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**	hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))**						Pos Late
100021001	400	62842	220607	Peptide	Dipeptide	790	NAMED	ZRJHYOXNWCMGMW-UHFFFAOYSA-N	O=C(C(CCCNC(N)=N)N1)N2C(CCC2)C1=O	cyclo(pro-arg)*	cyclo(pro-arg)*		21377732				Pos Early
100021077	400	64084	235075	Xenobiotics	Drug - Antibiotic	5574	NAMED	WHTVZRBIWZFKQO-UHFFFAOYSA-N	CCN(CCCC(Nc1c2ccc(Cl)cc2ncc1)C)CC	chloroquine	chloroquine	54-05-7	2618	HMDB0014746	C07625,D02366	2719	Pos Early
100021123	400	62959	220848	Amino Acid	Lysine Metabolism	119	NAMED	ZRJHLGYVUCPZNH-MQWKRIRWSA-N	[O-]C([C@@H](N)C(O)CCC[N+](C)(C)C)=O	hydroxy-N6,N6,N6-trimethyllysine*	hydroxy-N6,N6,N6-trimethyllysine*						Pos Early
100021141	402	63358	222426	Lipid	Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)	1949	NAMED	VCRSQDIROUELAR-UHFFFAOYSA-N	OC(CCCCCCC)CC(OC(CC([O-])=O)C[N+](C)(C)C)=O	3-hydroxydecanoylcarnitine	3-hydroxydecanoylcarnitine		59664325	HMDB0061636		121454166	Pos Late
100021208	209	64579	238261	Xenobiotics	Benzoate Metabolism	4559	NAMED	ILVXQMHYFMBCMJ-UHFFFAOYSA-N	C=CC(C=C1O)=CC=C1OS(=O)(O)=O	4-vinylcatechol sulfate	4-vinylcatechol sulfate						Neg
100021330	402	63127	221822	Lipid	Phosphatidylserine (PS)	2532	NAMED	UZBGQAUYCOMBMI-FBAMSMPZSA-N	O=C(CCCCCCCCCCCCCCCCC)OC[C@]([H])(COP(OC[C@](C(O)=O)([H])N)(O)=O)OC(CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O	1-stearoyl-2-adrenoyl-GPS (18:0/22:4)*	1-stearoyl-2-adrenoyl-GPS (18:0/22:4)*		34449013				Pos Late
100021363	209	63853	223434	Xenobiotics	Food Component/Plant	5248	NAMED	LOODYTDRRBLQNH-UHFFFAOYSA-N	OC1=CC=C(C=C1OC)C(NCC(O)=O)=O	vanilloylglycine	vanilloylglycine		2340857	HMDB0060026		3083688	Neg
100021478	400	64596	238817	Amino Acid	Histidine Metabolism	95	NAMED	MXETUSMIYKMMAT-UHFFFAOYSA-N	CN1C=NC=C1CC(O)C(O)=O	1-methyl-5-imidazolelactate	1-methyl-5-imidazolelactate	2022510-60-5	65563369				Pos Early
100021633	305	63743	223288	Carbohydrate	Disaccharides and Oligosaccharides	1328	NAMED	OQIUPKPUOLIHHS-UHFFFAOYSA-N	CC1C(O)C(O)C(O)C(OC2C(CO)OC(OC3C(O)C(CO)OC(OC(C(O)C(O)C=O)C(O)CO)C3O)C(NC(C)=O)C2OC4C(OC5C(O)C(O)C(O)C(C)O5)C(O)C(O)C(CO)O4)O1	lacto-N-difucohexaose I	lacto-N-difucohexaose I	16789-38-1	2655593	HMDB0006580		3082109	Polar
100021634	305	63741	223278	Carbohydrate	Disaccharides and Oligosaccharides	1362	NAMED	IOAPDMZSLCJVCR-OYHBKBROSA-N	CC(N[C@@H]1[C@@H](O)C[C@@](C(O)=O)(O[C@H]2[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](NC(C)=O)[C@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]5[C@@H](CO)OC(O)[C@H](O)[C@H]5O)[C@@H]4O)O[C@H](CO)[C@H]3O)[C@@H]2O)O[C@H]1[C@H](O)[C@H](O)CO)=O	lactosialyltetraose a	lactosialyltetraose a	64003-53-8	27445379	HMDB0006589		53477859	Polar
